Escherichia coli 55989 chromosome, complete genome - 1..5154862
4755 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
1104222..1104710	+	162	218694462	-	EC55989_1036	-	-	methyltransferase
1104703..1104957	+	84	218694463	-	EC55989_1037	-	-	hypothetical protein
1104950..1105261	+	103	218694464	-	EC55989_1038	-	-	hypothetical protein
1105390..1105572	+	60	218694465	-	EC55989_1039	-	-	hypothetical protein
1105565..1105741	+	58	218694466	-	EC55989_1040	-	-	hypothetical protein
1105738..1106253	+	171	218694467	-	EC55989_1041	-	-	prophage protein
1106485..1106988	-	167	218694468	insB	EC55989_1042	-	COG1662L	IS1 transposase InsAB'
1106907..1107182	-	91	218694469	insA	EC55989_1043	-	COG3677L	IS1 repressor protein InsA
1107961..1108212	+	83	218694470	rem	EC55989_1044	-	-	Qin prophage
1108559..1109614	+	351	218694471	ydfU	EC55989_1045	-	-	phage protein
1109615..1109995	+	126	218694472	-	EC55989_1046	-	COG4570L	Holliday juction resolvase
1109992..1110813	+	273	218694473	-	EC55989_1047	-	COG0484O	antitermination protein Q of prophage
1110953..1111237	+	94	218694474	-	EC55989_1048	-	-	hypothetical protein
1111388..1112437	+	349	218694475	-	EC55989_1049	-	COG0863L	DNA adenine methyltransferase ( DNA methylase) from phage origin
1113226..1115088	+	620	218694476	-	EC55989_1050	-	-	phage protein
1115133..1115453	+	106	218694477	-	EC55989_1051	-	-	Lysis protein S homolog from lambdoid prophage
1115458..1116264	+	268	218694478	-	EC55989_1052	-	-	phage protein
1116274..1116588	-	104	218694479	-	EC55989_1053	-	-	hypothetical protein
1116717..1117250	+	177	218694480	ydfQ	EC55989_1054	-	COG3772R	membrane-associated lysozyme; Qin prophage
1117328..1117540	+	70	218694481	-	EC55989_1055	-	-	prophage protein
1117521..1117793	+	90	218694482	-	EC55989_1056	-	-	hypothetical protein
1117809..1118360	+	183	218694483	rz	EC55989_1058	-	-	Endopeptidase (Lysis protein) from bacteriophage origin
1118813..1119289	+	158	218694484	-	EC55989_1059	-	-	phage protein
1119286..1121409	+	707	218694485	-	EC55989_1060	-	COG5525R	phage terminase large subunit
1121382..1121618	+	78	218694486	-	EC55989_1061	-	-	phage protein
1121618..1123120	+	500	218694487	-	EC55989_1062	-	COG5511R	head-tail preconnector protein
1122918..1125089	+	723	218694488	clp	EC55989_1063	-	COG0740OU	ATP-dependent Clp protease proteolytic subunit (Endopeptidase Clp) of prophage
1125177..1125503	+	108	218694489	-	EC55989_1064	-	COG5471S	hypothetical membrane protein from phage origin
1125496..1125777	+	93	218694490	-	EC55989_1065	-	-	phage protein
1125774..1126403	+	209	218694491	Z	EC55989_1066	-	-	Minor tail protein Z
1126416..1126814	+	132	218694492	U	EC55989_1067	-	-	Minor tail protein U
1126822..1127568	+	248	218694493	-	EC55989_1068	-	COG5492N	Major tail protein V
1127587..1128018	+	143	218694494	-	EC55989_1069	-	-	Minor tail protein G
1128045..1128449	+	134	218694495	T	EC55989_1070	-	-	Minor tail protein T
1128430..1131042	+	870	218694496	-	EC55989_1071	-	COG5281S	Minor tail protein precursor H
1131039..1131371	+	110	218694497	-	EC55989_1072	-	COG4718S	Minor tail protein M
1131371..1132069	+	232	218694498	-	EC55989_1073	-	COG4672S	Minor tail protein L
1132032..1132817	+	261	218694499	-	EC55989_1074	-	COG1310R	tail fiber component K of prophage
1132715..1133386	+	223	218694500	-	EC55989_1075	-	COG4723S	Tail assembly protein I
1133447..1136842	+	1131	218694501	-	EC55989_1076	-	COG4733S	Host specificity protein J
1136910..1137509	+	199	218694502	-	EC55989_1077	-	COG3637M	Lom-like outer membrane protein of prophage
1137661..1139064	+	467	218694503	-	EC55989_1078	-	COG3064M	tail fiber protein (modular protein)
1138986..1139681	+	231	218694504	-	EC55989_1079	-	-	hypothetical protein
1140806..1141924	+	372	218694505	hyaA	EC55989_1080	-	COG1740C	hydrogenase 1, small subunit
1141921..1143714	+	597	218694506	hyaB	EC55989_1081	-	COG0374C	hydrogenase 1 large subunit
1143733..1144440	+	235	218694507	hyaC	EC55989_1082	-	COG1969C	hydrogenase 1 b-type cytochrome subunit
1144437..1145024	+	195	218694508	hyaD	EC55989_1083	-	COG0680C	hydrogenase 1 maturation protease
1145021..1145419	+	132	218694509	hyaE	EC55989_1084	-	COG1999R	hydrogenase-1 operon protein HyaE
1145416..1146273	+	285	218694510	hyaF	EC55989_1085	-	-	protein involved in nickel incorporation into hydrogenase-1 proteins
1146407..1147951	+	514	218694511	appC	EC55989_1086	-	COG1271C	cytochrome bd-II oxidase subunit I
1147963..1149099	+	378	218694512	appB	EC55989_1087	-	COG1294C	cytochrome bd-II oxidase subunit II
1149284..1150582	+	432	218694513	appA	EC55989_1088	-	-	phosphoanhydride phosphorylase
1150697..1152877	-	726	218694514	yccC	EC55989_1089	-	COG3206M	cryptic autophosphorylating protein tyrosine kinase Etk
1152897..1153343	-	148	218694515	etp	EC55989_1090	-	COG0394T	phosphotyrosine-protein phosphatase
1153331..1154470	-	379	218694516	yccZ	EC55989_1091	-	COG1596M	exopolysaccharide export protein
1154516..1156612	-	698	218694517	ymcA	EC55989_1092	-	-	hypothetical protein
1156612..1157358	-	248	218694518	ymcB	EC55989_1093	-	-	hypothetical protein
1157355..1157999	-	214	218694519	ymcC	EC55989_1094	-	-	outer membrane lipoprotein
1158081..1158353	-	90	218694520	-	EC55989_1095	-	-	hypothetical protein
1158106..1158411	-	101	218694521	ymcD	EC55989_1096	-	-	inner membrane protein
1158853..1159065	-	70	218694522	cspH	EC55989_1097	-	COG1278K	stress protein, member of the CspA-family
1159124..1159627	-	167	218694523	insB	EC55989_1098	-	COG1662L	IS1 transposase InsAB'
1159546..1159821	-	91	218694524	insA	EC55989_1099	-	COG3677L	IS1 repressor protein InsA
1160128..1160340	+	70	218694525	cspG	EC55989_1100	-	COG1278K	cold shock protein CspG
1160734..1160907	+	57	218694526	gnsA	EC55989_1101	-	-	regulator of phosphatidylethanolamine synthesis
1160956..1162029	-	357	218694527	yccM	EC55989_1102	-	COG0348C	4Fe-4S binding protein
1162101..1164845	-	914	218694528	torS	EC55989_1103	-	COG0642T	hybrid sensory histidine kinase TorS
1164928..1165956	+	342	218694529	torT	EC55989_1104	-	COG1879G	TMAO reductase system periplasmic protein TorT
1165929..1166621	-	230	218694530	torR	EC55989_1105	-	COG0745TK	DNA-binding transcriptional regulator TorR
1166751..1167923	+	390	218694531	torC	EC55989_1106	-	COG3005C	trimethylamine N-oxide (TMAO) reductase I, cytochrome c-type subunit
1167923..1170469	+	848	218694532	torA	EC55989_1107	-	COG0243C	trimethylamine N-oxide (TMAO) reductase I, catalytic subunit
1170466..1171065	+	199	218694533	torD	EC55989_1108	-	COG3381R	chaperone protein TorD
1171158..1171463	-	101	218694534	cbpM	EC55989_1109	-	-	chaperone-modulator protein CbpM
1171463..1172383	-	306	218694535	cbpA	EC55989_1110	-	COG0484O	curved DNA-binding protein CbpA
1172716..1173903	+	395	218694536	yccE	EC55989_1111	-	-	hypothetical protein
1174192..1175433	+	413	218694537	agp	EC55989_1112	-	-	glucose-1-phosphatase/inositol phosphatase
1175471..1175698	-	75	218694538	yccJ	EC55989_1113	-	-	hypothetical protein
1175719..1176315	-	198	218694539	wrbA	EC55989_1114	-	COG0655R	TrpR binding protein WrbA
1176525..1176755	+	76	218694540	-	EC55989_1115	-	-	hypothetical protein
1176688..1176861	+	57	218694541	ymdF	EC55989_1116	-	-	hypothetical protein
1176944..1178272	-	442	218694542	rutG	EC55989_1117	-	COG2233F	pyrimidine transporter
1178293..1178787	-	164	218694543	rutF	EC55989_1118	-	COG1853R	flavin:NADH oxidoreductase subunit of alternative pyrimidine degradation pathway
1178798..1179388	-	196	218694544	rutE	EC55989_1119	-	COG0778C	hypothetical protein
1179398..1180198	-	266	218694545	rutD	EC55989_1120	-	COG0596R	enzyme of the alternative pyrimidine degradation pathway
1180206..1180592	-	128	218694546	rutC	EC55989_1121	-	COG0251J	enzyme of the alternative pyrimidine degradation pathway
1180604..1181296	-	230	218694547	rutB	EC55989_1122	-	COG1335Q	enzyme of the alternative pyrimidine degradation pathway
1181296..1182444	-	382	218694548	rutA	EC55989_1123	-	COG2141C	monooxygenase of the alternative pyrimidine degradation pathway
1182675..1183313	+	212	218694549	rutR	EC55989_1124	-	COG1309K	DNA-binding transcriptional regulator of the alternative pyrimidine degradation pathway
1183353..1187315	-	1320	218694550	putA	EC55989_1125	-	COG4230C	trifunctional transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
1187738..1189246	+	502	218694551	putP	EC55989_1126	-	COG0591ER	proline:sodium symporter
1189779..1190618	+	279	218694552	efeU	EC55989_1127	-	COG0672P	ferrous iron permease
1190676..1191803	+	375	218694553	efeO	EC55989_1128	-	COG2822P	hypothetical protein
1191809..1193080	+	423	218694554	efeB	EC55989_1129	-	COG2837P	iron transport heme-binding periplasmic protein
1193147..1193344	-	65	218694555	-	EC55989_1130	-	-	hypothetical protein
1193564..1194487	+	307	218694556	phoH	EC55989_1131	-	COG1702T	hypothetical protein
1194537..1194950	-	137	218694557	pgaD	EC55989_1132	-	-	PGA biosynthesis protein
1194952..1196277	-	441	218694558	pgaC	EC55989_1133	-	COG1215M	N-glycosyltransferase
1196270..1198288	-	672	218694559	pgaB	EC55989_1134	-	COG0726G	outer membrane N-deacetylase
1198297..1200720	-	807	218694560	pgaA	EC55989_1135	-	-	outer membrane protein PgaA
1201027..1201302	+	91	218694561	insA	EC55989_1136	-	COG3677L	IS1 repressor protein InsA
1201221..1201724	+	167	218694562	insB	EC55989_1137	-	COG1662L	IS1 transposase InsAB'
1201775..1202902	+	375	218694563	-	EC55989_1138	-	-	transposase, IS4 family, IS10
1204591..1205457	-	288	218694564	insF	EC55989_1141	-	COG2801L	IS3 element protein InsF
1205454..1205762	-	102	218694565	insE	EC55989_1142	-	-	IS3 element protein InsE
1205856..1206347	+	163	218694566	-	EC55989_1143	-	COG0331I	hypothetical protein
1206344..1207330	+	328	218694567	ycdU	EC55989_1144	-	-	inner membrane protein
1208025..1208963	+	312	218694568	ycdW	EC55989_1146	-	COG0111HE	2-ketoacid reductase
1209018..1209755	+	245	218694569	ycdX	EC55989_1147	-	COG1387ER	hydrolase
1209779..1210333	+	184	218694570	ycdY	EC55989_1148	-	COG3381R	hypothetical protein
1210435..1210926	+	163	218694571	ycdZ	EC55989_1149	-	-	inner membrane protein
1210990..1211823	-	277	218694572	csgG	EC55989_1150	-	COG1462M	outer membrane lipoprotein involved in curli production assembly/transport
1211850..1212266	-	138	218694573	csgF	EC55989_1151	-	-	curli assembly protein CsgF
1212291..1212680	-	129	218694574	csgE	EC55989_1152	-	-	curli assembly protein CsgE
1212685..1213335	-	216	218694575	csgD	EC55989_1153	-	COG2197TK	DNA-binding transcriptional regulator CsgD
1214089..1214544	+	151	218694576	csgB	EC55989_1154	-	-	curlin minor subunit
1214585..1215040	+	151	218694577	csgA	EC55989_1155	-	-	cryptic curlin major subunit
1215099..1215431	+	110	218694578	csgC	EC55989_1156	-	-	autoagglutination protein
1215957..1216490	+	177	218694579	ymdB	EC55989_1158	-	COG2110R	hypothetical protein
1216492..1217913	+	473	218694580	ymdC	EC55989_1159	-	COG1502I	hydrolase
1217921..1219078	-	385	218694581	mdoC	EC55989_1160	-	COG1835I	glucans biosynthesis protein
1219123..1219266	-	47	218694582	-	EC55989_1161	-	-	hypothetical protein
1219270..1219428	-	52	218694583	-	EC55989_1162	-	-	hypothetical protein
1219472..1221007	+	511	218694584	mdoG	EC55989_1163	-	COG3131P	glucan biosynthesis protein G
1221000..1223543	+	847	218694585	mdoH	EC55989_1164	-	COG2943M	glucosyltransferase MdoH
1223716..1223943	+	75	218694586	yceK	EC55989_1165	-	COG5645R	hypothetical protein
1223944..1224318	-	124	218694587	msyB	EC55989_1166	-	-	hypothetical protein
1224401..1225627	-	408	218694588	mdtG	EC55989_1167	-	COG2814G	drug efflux system protein MdtG
1225799..1226719	-	306	218694589	lpxL	EC55989_1168	-	COG1560M	lipid A biosynthesis lauroyl acyltransferase
1226944..1227996	+	350	218694590	yceA	EC55989_1169	-	COG1054R	hypothetical protein
1228038..1228613	-	191	218694591	yceI	EC55989_1170	-	COG2353S	hypothetical protein
1228617..1229183	-	188	218694592	yceJ	EC55989_1171	-	COG3038C	cytochrome b561
1229605..1230723	-	372	218694593	solA	EC55989_1172	-	COG0665E	N-methyltryptophan oxidase
1230838..1231092	-	84	218694594	bssS	EC55989_1173	-	-	biofilm formation regulatory protein BssS
1231382..1231627	-	81	229598870	dinI	EC55989_1174	-	-	DNA damage-inducible protein I
1231701..1232747	-	348	218694596	pyrC	EC55989_1175	-	COG0418F	dihydroorotase
1232853..1233413	-	186	218694597	yceB	EC55989_1176	-	-	hypothetical protein
1233547..1234194	-	215	218694598	grxB	EC55989_1177	-	COG2999O	glutaredoxin
1234258..1235466	-	402	218694599	mdtH	EC55989_1178	-	COG2814G	multidrug resistance protein MdtH
1235702..1236286	+	194	218694600	rimJ	EC55989_1179	-	COG1670J	ribosomal-protein-S5-alanine N-acetyltransferase
1236297..1236944	+	215	218694601	yceH	EC55989_1180	-	COG3132S	hypothetical protein
1236946..1237869	+	307	218694602	mviM	EC55989_1181	-	COG0673R	oxidoreductase with NAD(P)-binding Rossmann-fold domain
1237979..1239514	+	511	218694603	mviN	EC55989_1182	-	COG0728R	inner membrane protein
1239554..1239970	-	138	218694604	flgN	EC55989_1183	-	COG3418NUO	export chaperone for FlgK and FlgL
1239975..1240268	-	97	218694605	flgM	EC55989_1184	-	COG2747KNU	anti-sigma-28 factor FlgM
1240344..1241003	-	219	218694606	flgA	EC55989_1185	-	COG1261NO	flagellar basal body P-ring biosynthesis protein FlgA
1241158..1241574	+	138	218694607	flgB	EC55989_1186	-	COG1815N	flagellar basal-body rod protein FlgB
1241578..1241982	+	134	218694608	flgC	EC55989_1187	-	COG1558N	flagellar basal body rod protein FlgC
1241994..1242689	+	231	218694609	flgD	EC55989_1188	-	COG1843N	flagellar basal body rod modification protein
1242714..1243919	+	401	218694610	flgE	EC55989_1189	-	COG1749N	flagellar hook protein FlgE
1243939..1244694	+	251	218694611	flgF	EC55989_1190	-	COG4787N	flagellar basal body rod protein FlgF
1244866..1245648	+	260	218694612	flgG	EC55989_1191	-	COG4786N	flagellar basal body rod protein FlgG
1245701..1246399	+	232	218694613	flgH	EC55989_1192	-	COG2063N	flagellar basal body L-ring protein
1246411..1247508	+	365	218694614	flgI	EC55989_1193	-	COG1706N	flagellar basal body P-ring protein
1247508..1248449	+	313	218694615	flgJ	EC55989_1194	-	COG3951MNO	flagellar rod assembly protein/muramidase FlgJ
1248515..1250158	+	547	218694616	flgK	EC55989_1195	-	COG1256N	flagellar hook-associated protein FlgK
1250170..1251123	+	317	218694617	flgL	EC55989_1196	-	COG1344N	flagellar hook-associated protein FlgL
1251320..1254505	-	1061	218694618	rne	EC55989_1197	-	COG1530J	ribonuclease E
1255078..1256037	+	319	218694619	rluC	EC55989_1198	-	COG0564J	23S rRNA pseudouridylate synthase C
1256149..1256733	-	194	218694620	yceF	EC55989_1199	-	COG0424D	Maf-like protein
1256932..1257453	+	173	218694621	yceD	EC55989_1200	-	COG1399R	hypothetical protein
1257505..1257678	+	57	218694622	rpmF	EC55989_1201	-	COG0333J	50S ribosomal protein L32
1257759..1258829	+	356	218694623	plsX	EC55989_1202	-	COG0416I	glycerol-3-phosphate acyltransferase PlsX
1258897..1259850	+	317	218694624	fabH	EC55989_1203	-	COG0332I	3-oxoacyl-ACP synthase
1259866..1260795	+	309	218694625	fabD	EC55989_1204	-	COG0331I	malonyl-CoA-[acyl-carrier-protein] transacylase
1260808..1261542	+	244	218694626	fabG	EC55989_1205	-	COG1028IQR	3-ketoacyl-ACP reductase
1261753..1261989	+	78	218694627	acpP	EC55989_1206	-	COG0236IQ	acyl carrier protein
1262077..1263318	+	413	218694628	fabF	EC55989_1207	-	COG0304IQ	3-oxoacyl-ACP synthase
1263438..1264247	+	269	218694629	pabC	EC55989_1208	-	COG0115EH	4-amino-4-deoxychorismate lyase
1264250..1265272	+	340	218694630	yceG	EC55989_1209	-	COG1559R	hypothetical protein
1265262..1265903	+	213	218694631	tmk	EC55989_1210	-	COG0125F	thymidylate kinase
1265900..1266904	+	334	218694632	holB	EC55989_1211	-	COG0470L	DNA polymerase III subunit delta'
1266915..1267712	+	265	218694633	ycfH	EC55989_1212	-	COG0084L	metallodependent hydrolase
1268007..1269440	+	477	218694634	ptsG	EC55989_1213	-	COG1263G	PTS system glucose-specific transporter subunit IIBC
1269500..1271689	-	729	218694635	fhuE	EC55989_1214	-	COG4773P	ferric-rhodotorulic acid outer membrane transporter
1272023..1272382	+	119	218694636	hinT	EC55989_1215	-	COG0537FGR	purine nucleoside phosphoramidase
1272385..1272762	+	125	218694637	ycfL	EC55989_1216	-	COG5633R	hypothetical protein
1272776..1273417	+	213	218694638	ycfM	EC55989_1217	-	COG3417R	outer membrane lipoprotein
1273398..1274222	+	274	218694639	thiK	EC55989_1218	-	COG0510M	thiamine kinase
1274233..1275258	+	341	218694640	nagZ	EC55989_1219	-	COG1472G	beta-hexosaminidase
1275281..1275823	+	180	218694641	ycfP	EC55989_1220	-	COG3150R	hypothetical protein
1276231..1277535	+	434	218694642	ndh	EC55989_1221	-	COG1252C	respiratory NADH dehydrogenase 2/cupric reductase
1277745..1278284	+	179	218694643	ycfJ	EC55989_1222	-	COG3134S	hypothetical protein
1278346..1278978	-	210	218694644	ycfQ	EC55989_1223	-	COG1309K	DNA-binding transcriptional regulator
1279219..1279476	+	85	218694645	ycfR	EC55989_1224	-	-	hypothetical protein
1279559..1280521	-	320	218694646	ycfS	EC55989_1225	-	COG1376S	hypothetical protein
1280665..1284111	-	1148	218694647	mfd	EC55989_1226	-	COG1197LK	transcription-repair coupling factor
1284239..1285312	-	357	218694648	ycfT	EC55989_1227	-	COG4763S	inner membrane protein
1285574..1286773	+	399	218694649	lolC	EC55989_1228	-	COG4591M	outer membrane-specific lipoprotein transporter subunit LolC
1286766..1287467	+	233	218694650	lolD	EC55989_1229	-	COG1136V	lipoprotein transporter ATP-binding subunit
1287467..1288711	+	414	218694651	lolE	EC55989_1230	-	COG4591M	outer membrane-specific lipoprotein transporter subunit LolE
1288740..1289651	+	303	218694652	ycfX	EC55989_1231	-	COG1940KG	N-acetyl-D-glucosamine kinase
1289667..1290488	+	273	218694653	cobB	EC55989_1232	-	COG0846K	NAD-dependent deacetylase
1290627..1291349	-	240	218694654	ycfZ	EC55989_1233	-	COG1512R	inner membrane protein
1291412..1291882	-	156	218694655	-	EC55989_1234	-	-	hypothetical protein
1291931..1292977	-	348	218694656	potD	EC55989_1235	-	COG0687E	spermidine/putrescine ABC transporter substrate-binding protein
1292974..1293768	-	264	218694657	potC	EC55989_1236	-	COG1177E	spermidine/putrescine ABC transporter membrane protein
1293765..1294592	-	275	218694658	potB	EC55989_1237	-	COG1176E	spermidine/putrescine ABC transporter membrane protein
1294606..1295742	-	378	218694659	potA	EC55989_1238	-	COG3842E	putrescine/spermidine ABC transporter ATPase
1295721..1295972	-	83	218694660	-	EC55989_1239	-	-	hypothetical protein
1295950..1297221	+	423	218694661	pepT	EC55989_1240	-	COG2195E	peptidase T
1297367..1298488	-	373	218694662	ycfD	EC55989_1241	-	COG2850S	hypothetical protein
1298564..1300024	-	486	218694663	phoQ	EC55989_1242	-	COG0642T	sensor protein PhoQ
1300024..1300695	-	223	218694664	phoP	EC55989_1243	-	COG0745TK	DNA-binding transcriptional regulator PhoP
